"Experiment","Phase","Subject","Cue","CondType","Trials","Rating"
"Experiment 2","Phase 2","26","SP","positive",3,80
"Experiment 2","Phase 2","27","SP","positive",3,50
"Experiment 2","Phase 2","28","SP","positive",3,20
"Experiment 2","Phase 2","29","SP","positive",3,81
"Experiment 2","Phase 2","30","SP","positive",3,71
"Experiment 2","Phase 2","31","SP","positive",3,100
"Experiment 2","Phase 2","32","SP","positive",3,20
"Experiment 2","Phase 2","33","SP","positive",3,40
"Experiment 2","Phase 2","34","SP","positive",3,19
"Experiment 2","Phase 2","1","CP","positive",3,32
"Experiment 2","Phase 2","2","CP","positive",3,-44
"Experiment 2","Phase 2","3","CP","positive",3,57
"Experiment 2","Phase 2","4","CP","positive",3,100
"Experiment 2","Phase 2","5","CP","positive",3,20
"Experiment 2","Phase 2","6","CP","positive",3,47
"Experiment 2","Phase 2","7","CP","positive",3,30
"Experiment 2","Phase 2","8","CP","positive",3,84
"Experiment 2","Phase 2","9","CP","positive",3,41
"Experiment 2","Phase 2","10","CP","positive",3,61
"Experiment 2","Phase 2","11","CP","positive",3,100
"Experiment 2","Phase 2","12","CP","positive",3,20
"Experiment 2","Phase 2","13","CP","positive",3,60
"Experiment 2","Phase 2","14","CP","positive",3,71
"Experiment 2","Phase 2","15","CP","positive",3,40
"Experiment 2","Phase 2","16","CP","positive",3,40
"Experiment 2","Phase 2","17","CP","positive",3,47
"Experiment 2","Phase 2","18","CP","positive",3,60
"Experiment 2","Phase 2","19","CP","positive",3,26
"Experiment 2","Phase 2","20","CP","positive",3,20
"Experiment 2","Phase 2","21","CP","positive",3,79
"Experiment 2","Phase 2","22","CP","positive",3,57
"Experiment 2","Phase 2","23","CP","positive",3,68
"Experiment 2","Phase 2","24","CP","positive",3,37
"Experiment 2","Phase 2","25","CP","positive",3,100
"Experiment 2","Phase 2","26","CP","positive",3,40
"Experiment 2","Phase 2","27","CP","positive",3,-15
"Experiment 2","Phase 2","28","CP","positive",3,85
"Experiment 2","Phase 2","29","CP","positive",3,71
"Experiment 2","Phase 2","30","CP","positive",3,55
"Experiment 2","Phase 2","31","CP","positive",3,20
"Experiment 2","Phase 2","32","CP","positive",3,20
"Experiment 2","Phase 2","33","CP","positive",3,80
"Experiment 2","Phase 2","34","CP","positive",3,-30
"Experiment 2","Phase 2","1","SN","negative",3,-26
"Experiment 2","Phase 2","2","SN","negative",3,23
"Experiment 2","Phase 2","3","SN","negative",3,-55
"Experiment 2","Phase 2","4","SN","negative",3,-100
"Experiment 2","Phase 2","5","SN","negative",3,-20
"Experiment 2","Phase 2","6","SN","negative",3,-57
"Experiment 2","Phase 2","7","SN","negative",3,-20
"Experiment 2","Phase 2","8","SN","negative",3,-81
"Experiment 2","Phase 2","9","SN","negative",3,-47
"Experiment 2","Phase 2","10","SN","negative",3,-30
"Experiment 2","Phase 2","11","SN","negative",3,-100
"Experiment 2","Phase 2","12","SN","negative",3,-36
"Experiment 2","Phase 2","13","SN","negative",3,-88
"Experiment 2","Phase 2","14","SN","negative",3,-66
"Experiment 2","Phase 2","15","SN","negative",3,-31
"Experiment 2","Phase 2","16","SN","negative",3,-40
"Experiment 2","Phase 2","17","SN","negative",3,-63
"Experiment 2","Phase 2","18","SN","negative",3,-100
"Experiment 2","Phase 2","19","SN","negative",3,-96
"Experiment 2","Phase 2","20","SN","negative",3,-60
"Experiment 2","Phase 2","21","SN","negative",3,-15
"Experiment 2","Phase 2","22","SN","negative",3,-100
"Experiment 2","Phase 2","23","SN","negative",3,-74
"Experiment 2","Phase 2","24","SN","negative",3,-61
"Experiment 2","Phase 2","25","SN","negative",3,-85
"Experiment 2","Phase 2","26","SN","negative",3,-60
"Experiment 2","Phase 2","27","SN","negative",3,-26
"Experiment 2","Phase 2","28","SN","negative",3,-59
"Experiment 2","Phase 2","29","SN","negative",3,-20
"Experiment 2","Phase 2","30","SN","negative",3,-84
"Experiment 2","Phase 2","31","SN","negative",3,-40
"Experiment 2","Phase 2","32","SN","negative",3,-82
"Experiment 2","Phase 2","33","SN","negative",3,-20
"Experiment 2","Phase 2","34","SN","negative",3,-18
"Experiment 2","Phase 2","1","CN","negative",3,-90
"Experiment 2","Phase 2","2","CN","negative",3,-21
"Experiment 2","Phase 2","3","CN","negative",3,55
"Experiment 2","Phase 2","4","CN","negative",3,-100
"Experiment 2","Phase 2","5","CN","negative",3,-20
"Experiment 2","Phase 2","6","CN","negative",3,-59
"Experiment 2","Phase 2","7","CN","negative",3,-27
"Experiment 2","Phase 2","8","CN","negative",3,-59
"Experiment 2","Phase 2","9","CN","negative",3,-38
"Experiment 2","Phase 2","10","CN","negative",3,-41
"Experiment 2","Phase 2","11","CN","negative",3,-100
"Experiment 2","Phase 2","12","CN","negative",3,-23
"Experiment 2","Phase 2","13","CN","negative",3,-55
"Experiment 2","Phase 2","14","CN","negative",3,-51
"Experiment 2","Phase 2","15","CN","negative",3,-40
"Experiment 2","Phase 2","16","CN","negative",3,-20
"Experiment 2","Phase 2","17","CN","negative",3,-55
"Experiment 2","Phase 2","18","CN","negative",3,-40
"Experiment 2","Phase 2","19","CN","negative",3,-32
"Experiment 2","Phase 2","20","CN","negative",3,-60
"Experiment 2","Phase 2","21","CN","negative",3,-28
"Experiment 2","Phase 2","22","CN","negative",3,-77
"Experiment 2","Phase 2","23","CN","negative",3,-62
"Experiment 2","Phase 2","24","CN","negative",3,14
"Experiment 2","Phase 2","25","CN","negative",3,-39
"Experiment 2","Phase 2","26","CN","negative",3,-60
"Experiment 2","Phase 2","27","CN","negative",3,-14
"Experiment 2","Phase 2","28","CN","negative",3,-46
"Experiment 2","Phase 2","29","CN","negative",3,-20
"Experiment 2","Phase 2","30","CN","negative",3,-38
"Experiment 2","Phase 2","31","CN","negative",3,-100
"Experiment 2","Phase 2","32","CN","negative",3,-20
"Experiment 2","Phase 2","33","CN","negative",3,-60
"Experiment 2","Phase 2","34","CN","negative",3,-48
"Experiment 1","Phase 2","1","CN","negative",4,-28
"Experiment 1","Phase 2","2","CN","negative",4,-94
"Experiment 1","Phase 2","3","CN","negative",4,-84
"Experiment 1","Phase 2","4","CN","negative",4,0
"Experiment 1","Phase 2","5","CN","negative",4,-52
"Experiment 1","Phase 2","6","CN","negative",4,14
"Experiment 1","Phase 2","7","CN","negative",4,-77
"Experiment 1","Phase 2","8","CN","negative",4,-80
"Experiment 1","Phase 2","9","CN","negative",4,-60
"Experiment 1","Phase 2","10","CN","negative",4,-41
"Experiment 1","Phase 2","11","CN","negative",4,-100
"Experiment 1","Phase 2","12","CN","negative",4,-79
"Experiment 1","Phase 2","13","CN","negative",4,-56
"Experiment 1","Phase 2","14","CN","negative",4,-80
"Experiment 1","Phase 2","15","CN","negative",4,13
"Experiment 1","Phase 2","16","CN","negative",4,-100
"Experiment 1","Phase 2","17","CN","negative",4,-38
"Experiment 1","Phase 2","18","CN","negative",4,40
"Experiment 1","Phase 2","19","CN","negative",4,-81
"Experiment 1","Phase 2","20","CN","negative",4,-64
"Experiment 1","Phase 2","21","CN","negative",4,-100
"Experiment 1","Phase 2","22","CN","negative",4,-68
"Experiment 1","Phase 2","23","CN","negative",4,-36
"Experiment 1","Phase 2","24","CN","negative",4,-60
"Experiment 1","Phase 2","25","CN","negative",4,-80
"Experiment 1","Phase 2","26","CN","negative",4,-3
"Experiment 1","Phase 2","27","CN","negative",4,-71
"Experiment 1","Phase 2","28","CN","negative",4,-60
"Experiment 1","Phase 2","29","CN","negative",4,-40
"Experiment 1","Phase 2","30","CN","negative",4,-50
"Experiment 1","Phase 2","31","CN","negative",4,-61
"Experiment 1","Phase 2","32","CN","negative",4,-80
"Experiment 1","Phase 2","33","CN","negative",4,0
"Experiment 1","Phase 2","34","CN","negative",4,-100
"Experiment 1","Phase 2","35","CN","negative",4,0
"Experiment 1","Phase 2","36","CN","negative",4,-25
"Experiment 1","Phase 2","37","CN","negative",4,-24
"Experiment 1","Phase 2","38","CN","negative",4,-40
"Experiment 1","Phase 2","39","CN","negative",4,-100
"Experiment 1","Phase 2","40","CN","negative",4,-85
"Experiment 1","Phase 2","41","CN","negative",4,24
"Experiment 1","Phase 2","42","CN","negative",4,-40
"Experiment 1","Phase 2","43","CN","negative",4,-66
"Experiment 1","Phase 2","44","CN","negative",4,-29
"Experiment 1","Phase 2","45","CN","negative",4,-7
"Experiment 1","Phase 2","46","CN","negative",4,20
"Experiment 1","Phase 2","47","CN","negative",4,49
"Experiment 1","Phase 2","1","SN","negative",4,-76
"Experiment 1","Phase 2","2","SN","negative",4,0
"Experiment 1","Phase 2","3","SN","negative",4,-53
"Experiment 1","Phase 2","4","SN","negative",4,-80
"Experiment 1","Phase 2","5","SN","negative",4,-52
"Experiment 1","Phase 2","6","SN","negative",4,-31
"Experiment 1","Phase 2","7","SN","negative",4,-100
"Experiment 1","Phase 2","8","SN","negative",4,-100
"Experiment 1","Phase 2","9","SN","negative",4,-60
"Experiment 1","Phase 2","10","SN","negative",4,-88
"Experiment 1","Phase 2","11","SN","negative",4,-91
"Experiment 1","Phase 2","12","SN","negative",4,-70
"Experiment 1","Phase 2","13","SN","negative",4,-51
"Experiment 1","Phase 2","14","SN","negative",4,-80
"Experiment 1","Phase 2","15","SN","negative",4,-45
"Experiment 1","Phase 2","16","SN","negative",4,-50
"Experiment 1","Phase 2","17","SN","negative",4,-63
"Experiment 1","Phase 2","18","SN","negative",4,-20
"Experiment 1","Phase 2","19","SN","negative",4,-100
"Experiment 1","Phase 2","20","SN","negative",4,-63
"Experiment 1","Phase 2","21","SN","negative",4,-40
"Experiment 1","Phase 2","22","SN","negative",4,-55
"Experiment 1","Phase 2","23","SN","negative",4,20
"Experiment 1","Phase 2","24","SN","negative",4,0
"Experiment 1","Phase 2","25","SN","negative",4,-60
"Experiment 1","Phase 2","26","SN","negative",4,-23
"Experiment 1","Phase 2","27","SN","negative",4,-73
"Experiment 1","Phase 2","28","SN","negative",4,-60
"Experiment 1","Phase 2","29","SN","negative",4,-100
"Experiment 1","Phase 2","30","SN","negative",4,-54
"Experiment 1","Phase 2","31","SN","negative",4,-24
"Experiment 1","Phase 2","32","SN","negative",4,-100
"Experiment 1","Phase 2","33","SN","negative",4,-100
"Experiment 1","Phase 2","34","SN","negative",4,-68
"Experiment 1","Phase 2","35","SN","negative",4,-20
"Experiment 1","Phase 2","36","SN","negative",4,-100
"Experiment 1","Phase 2","37","SN","negative",4,-54
"Experiment 1","Phase 2","38","SN","negative",4,-60
"Experiment 1","Phase 2","39","SN","negative",4,-98
"Experiment 1","Phase 2","40","SN","negative",4,-100
"Experiment 1","Phase 2","41","SN","negative",4,-14
"Experiment 1","Phase 2","42","SN","negative",4,-60
"Experiment 1","Phase 2","43","SN","negative",4,22
"Experiment 1","Phase 2","44","SN","negative",4,-80
"Experiment 1","Phase 2","45","SN","negative",4,-80
"Experiment 1","Phase 2","46","SN","negative",4,-40
"Experiment 1","Phase 2","47","SN","negative",4,-90
"Experiment 1","Phase 2","1","CP","positive",4,46
"Experiment 1","Phase 2","2","CP","positive",4,24
"Experiment 1","Phase 2","3","CP","positive",4,46
"Experiment 1","Phase 2","4","CP","positive",4,20
"Experiment 1","Phase 2","5","CP","positive",4,22
"Experiment 1","Phase 2","6","CP","positive",4,100
"Experiment 1","Phase 2","7","CP","positive",4,100
"Experiment 1","Phase 2","8","CP","positive",4,20
"Experiment 1","Phase 2","9","CP","positive",4,80
"Experiment 1","Phase 2","10","CP","positive",4,64
"Experiment 1","Phase 2","11","CP","positive",4,20
"Experiment 1","Phase 2","12","CP","positive",4,72
"Experiment 1","Phase 2","13","CP","positive",4,25
"Experiment 1","Phase 2","14","CP","positive",4,40
"Experiment 1","Phase 2","15","CP","positive",4,19
"Experiment 1","Phase 2","16","CP","positive",4,57
"Experiment 1","Phase 2","17","CP","positive",4,0
"Experiment 1","Phase 2","18","CP","positive",4,40
"Experiment 1","Phase 2","19","CP","positive",4,-20
"Experiment 1","Phase 2","20","CP","positive",4,36
"Experiment 1","Phase 2","21","CP","positive",4,18
"Experiment 1","Phase 2","22","CP","positive",4,63
"Experiment 1","Phase 2","23","CP","positive",4,76
"Experiment 1","Phase 2","24","CP","positive",4,73
"Experiment 1","Phase 2","25","CP","positive",4,100
"Experiment 1","Phase 2","26","CP","positive",4,24
"Experiment 1","Phase 2","27","CP","positive",4,14
"Experiment 1","Phase 2","28","CP","positive",4,60
"Experiment 1","Phase 2","29","CP","positive",4,60
"Experiment 1","Phase 2","30","CP","positive",4,48
"Experiment 1","Phase 2","31","CP","positive",4,64
"Experiment 1","Phase 2","32","CP","positive",4,80
"Experiment 1","Phase 2","33","CP","positive",4,100
"Experiment 1","Phase 2","34","CP","positive",4,24
"Experiment 1","Phase 2","35","CP","positive",4,20
"Experiment 1","Phase 2","36","CP","positive",4,27
"Experiment 1","Phase 2","37","CP","positive",4,22
"Experiment 1","Phase 2","38","CP","positive",4,60
"Experiment 1","Phase 2","39","CP","positive",4,96
"Experiment 1","Phase 2","40","CP","positive",4,100
"Experiment 1","Phase 2","41","CP","positive",4,100
"Experiment 1","Phase 2","42","CP","positive",4,0
"Experiment 1","Phase 2","43","CP","positive",4,91
"Experiment 1","Phase 2","44","CP","positive",4,31
"Experiment 1","Phase 2","45","CP","positive",4,20
"Experiment 1","Phase 2","46","CP","positive",4,20
"Experiment 1","Phase 2","47","CP","positive",4,91
"Experiment 1","Phase 2","1","SP","positive",4,46
"Experiment 1","Phase 2","2","SP","positive",4,81
"Experiment 1","Phase 2","3","SP","positive",4,44
"Experiment 1","Phase 2","4","SP","positive",4,20
"Experiment 1","Phase 2","5","SP","positive",4,100
"Experiment 1","Phase 2","6","SP","positive",4,100
"Experiment 1","Phase 2","7","SP","positive",4,84
"Experiment 1","Phase 2","8","SP","positive",4,100
"Experiment 1","Phase 2","9","SP","positive",4,41
"Experiment 1","Phase 2","10","SP","positive",4,60
"Experiment 1","Phase 2","11","SP","positive",4,62
"Experiment 1","Phase 2","12","SP","positive",4,75
"Experiment 1","Phase 2","13","SP","positive",4,40
"Experiment 1","Phase 2","14","SP","positive",4,80
"Experiment 1","Phase 2","15","SP","positive",4,50
"Experiment 1","Phase 2","16","SP","positive",4,100
"Experiment 1","Phase 2","17","SP","positive",4,69
"Experiment 1","Phase 2","18","SP","positive",4,40
"Experiment 1","Phase 2","19","SP","positive",4,40
"Experiment 1","Phase 2","20","SP","positive",4,38
"Experiment 1","Phase 2","21","SP","positive",4,41
"Experiment 1","Phase 2","22","SP","positive",4,-51
"Experiment 1","Phase 2","23","SP","positive",4,40
"Experiment 1","Phase 2","24","SP","positive",4,25
"Experiment 1","Phase 2","25","SP","positive",4,80
"Experiment 1","Phase 2","26","SP","positive",4,30
"Experiment 1","Phase 2","27","SP","positive",4,22
"Experiment 1","Phase 2","28","SP","positive",4,41
"Experiment 1","Phase 2","29","SP","positive",4,-40
"Experiment 1","Phase 2","30","SP","positive",4,31
"Experiment 1","Phase 2","31","SP","positive",4,45
"Experiment 1","Phase 2","32","SP","positive",4,100
"Experiment 1","Phase 2","33","SP","positive",4,100
"Experiment 1","Phase 2","34","SP","positive",4,71
"Experiment 1","Phase 2","35","SP","positive",4,40
"Experiment 1","Phase 2","36","SP","positive",4,81
"Experiment 1","Phase 2","37","SP","positive",4,80
"Experiment 1","Phase 2","38","SP","positive",4,60
"Experiment 1","Phase 2","39","SP","positive",4,100
"Experiment 1","Phase 2","40","SP","positive",4,70
"Experiment 1","Phase 2","41","SP","positive",4,86
"Experiment 1","Phase 2","42","SP","positive",4,60
"Experiment 1","Phase 2","43","SP","positive",4,76
"Experiment 1","Phase 2","44","SP","positive",4,48
"Experiment 1","Phase 2","45","SP","positive",4,49
"Experiment 1","Phase 2","46","SP","positive",4,40
"Experiment 1","Phase 2","47","SP","positive",4,43
"Experiment 2","Phase 2","1","SP","positive",4,87
"Experiment 2","Phase 2","2","SP","positive",4,-45
"Experiment 2","Phase 2","3","SP","positive",4,35
"Experiment 2","Phase 2","4","SP","positive",4,33
"Experiment 2","Phase 2","5","SP","positive",4,0
"Experiment 2","Phase 2","6","SP","positive",4,36
"Experiment 2","Phase 2","7","SP","positive",4,48
"Experiment 2","Phase 2","8","SP","positive",4,-55
"Experiment 2","Phase 2","9","SP","positive",4,19
"Experiment 2","Phase 2","10","SP","positive",4,31
"Experiment 2","Phase 2","11","SP","positive",4,100
"Experiment 2","Phase 2","12","SP","positive",4,20
"Experiment 2","Phase 2","13","SP","positive",4,55
"Experiment 2","Phase 2","14","SP","positive",4,88
"Experiment 2","Phase 2","15","SP","positive",4,40
"Experiment 2","Phase 2","16","SP","positive",4,60
"Experiment 2","Phase 2","17","SP","positive",4,39
"Experiment 2","Phase 2","18","SP","positive",4,60
"Experiment 2","Phase 2","19","SP","positive",4,47
"Experiment 2","Phase 2","20","SP","positive",4,60
"Experiment 2","Phase 2","21","SP","positive",4,32
"Experiment 2","Phase 2","22","SP","positive",4,63
"Experiment 2","Phase 2","23","SP","positive",4,78
"Experiment 2","Phase 2","24","SP","positive",4,71
"Experiment 2","Phase 2","25","SP","positive",4,80
"Experiment 2","Phase 2","26","SP","positive",4,80
"Experiment 2","Phase 2","27","SP","positive",4,72
"Experiment 2","Phase 2","28","SP","positive",4,77
"Experiment 2","Phase 2","29","SP","positive",4,80
"Experiment 2","Phase 2","30","SP","positive",4,66
"Experiment 2","Phase 2","31","SP","positive",4,100
"Experiment 2","Phase 2","32","SP","positive",4,80
"Experiment 2","Phase 2","33","SP","positive",4,40
"Experiment 2","Phase 2","34","SP","positive",4,18
"Experiment 2","Phase 2","1","CP","positive",4,71
"Experiment 2","Phase 2","2","CP","positive",4,37
"Experiment 2","Phase 2","3","CP","positive",4,56
"Experiment 2","Phase 2","4","CP","positive",4,100
"Experiment 2","Phase 2","5","CP","positive",4,20
"Experiment 2","Phase 2","6","CP","positive",4,63
"Experiment 2","Phase 2","7","CP","positive",4,26
"Experiment 2","Phase 2","8","CP","positive",4,52
"Experiment 2","Phase 2","9","CP","positive",4,-42
"Experiment 2","Phase 2","10","CP","positive",4,-30
"Experiment 2","Phase 2","11","CP","positive",4,100
"Experiment 2","Phase 2","12","CP","positive",4,20
"Experiment 2","Phase 2","13","CP","positive",4,70
"Experiment 2","Phase 2","14","CP","positive",4,85
"Experiment 2","Phase 2","15","CP","positive",4,20
"Experiment 2","Phase 2","16","CP","positive",4,16
"Experiment 2","Phase 2","17","CP","positive",4,59
