"phase","parPri","parPub","trial","predResp","corr","phaseNum","trialType","block","excInh","ctrlType"
"ph2",6536252,"BLIND",177,1,1,2,"e5+",15,"Inh","sup. ctrl. (K & C)"
"ph2",6536252,"BLIND",178,0,0,2,"Be3+",15,"Exc","rel. val. ctrl. (B & R)"
"ph2",6536252,"BLIND",179,1,0,2,"e6-",15,"Inh","rel. val. ctrl. (B & R)"
"ph2",6536252,"BLIND",180,1,0,2,"ZE-",15,"Inh","sup. (S & Z)"
"ph2",6536252,"BLIND",181,1,1,2,"Ce2+",16,"Exc","sup. ctrl. (K & C)"
"ph2",6536252,"BLIND",182,1,0,2,"Re6-",16,"Inh","rel. val. ctrl. (B & R)"
"ph2",6536252,"BLIND",183,1,0,2,"Ke5-",16,"Inh","sup. ctrl. (K & C)"
"ph2",6536252,"BLIND",184,1,0,2,"I-",16,"Exc","sup. (S & Z)"
"ph2",6536252,"BLIND",185,1,0,2,"e2-",16,"Exc","sup. ctrl. (K & C)"
"ph2",6536252,"BLIND",186,1,1,2,"E+",16,"Inh","sup. (S & Z)"
"ph2",6536252,"BLIND",187,1,1,2,"Be3+",16,"Exc","rel. val. ctrl. (B & R)"
"ph2",6536252,"BLIND",188,1,1,2,"e3+",16,"Exc","rel. val. ctrl. (B & R)"
"ph2",6536252,"BLIND",189,1,0,2,"e6-",16,"Inh","rel. val. ctrl. (B & R)"
"ph2",6536252,"BLIND",190,1,0,2,"ZE-",16,"Inh","sup. (S & Z)"
"ph2",6536252,"BLIND",191,1,1,2,"SI+",16,"Exc","sup. (S & Z)"
"ph2",6536252,"BLIND",192,1,1,2,"e5+",16,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",1,1,1,2,"Ce2+",1,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",2,0,0,2,"e5+",1,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",3,1,0,2,"Re6-",1,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",4,1,1,2,"E+",1,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",5,0,1,2,"Ke5-",1,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",6,1,0,2,"e2-",1,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",7,0,0,2,"Be3+",1,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",8,1,1,2,"SI+",1,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",9,0,0,2,"e3+",1,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",10,0,1,2,"I-",1,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",11,1,0,2,"e6-",1,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",12,1,0,2,"ZE-",1,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",13,0,1,2,"I-",2,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",14,0,1,2,"e6-",2,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",15,1,1,2,"e3+",2,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",16,1,1,2,"e5+",2,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",17,0,1,2,"ZE-",2,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",18,1,1,2,"E+",2,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",19,1,0,2,"e2-",2,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",20,1,0,2,"Re6-",2,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",21,1,1,2,"SI+",2,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",22,0,0,2,"Ce2+",2,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",23,1,0,2,"Ke5-",2,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",24,1,1,2,"Be3+",2,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",25,1,1,2,"e2-",3,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",26,0,1,2,"e5+",3,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",27,0,0,2,"ZE-",3,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",28,1,1,2,"I-",3,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",29,0,1,2,"E+",3,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",30,1,1,2,"Ke5-",3,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",31,0,1,2,"SI+",3,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",32,0,1,2,"Be3+",3,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",33,1,1,2,"Re6-",3,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",34,0,1,2,"e3+",3,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",35,1,0,2,"Ce2+",3,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",36,0,0,2,"e6-",3,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",37,0,1,2,"Re6-",4,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",38,1,1,2,"Ce2+",4,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",39,1,0,2,"e6-",4,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",40,0,1,2,"I-",4,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",41,0,1,2,"ZE-",4,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",42,0,0,2,"E+",4,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",43,1,1,2,"Be3+",4,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",44,1,1,2,"e3+",4,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",45,0,0,2,"SI+",4,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",46,1,1,2,"e5+",4,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",47,0,1,2,"Ke5-",4,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",48,1,0,2,"e2-",4,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",49,1,0,2,"e6-",5,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",50,1,0,2,"ZE-",5,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",51,1,0,2,"Ke5-",5,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",52,1,1,2,"e5+",5,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",53,0,0,2,"Ce2+",5,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",54,1,1,2,"e3+",5,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",55,1,0,2,"e2-",5,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",56,0,1,2,"Re6-",5,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",57,1,1,2,"Be3+",5,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",58,1,0,2,"I-",5,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",59,1,1,2,"SI+",5,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",60,0,0,2,"E+",5,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",61,1,1,2,"e5+",6,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",62,1,0,2,"e6-",6,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",63,1,0,2,"Re6-",6,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",64,1,0,2,"I-",6,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",65,1,1,2,"SI+",6,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",66,1,1,2,"E+",6,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",67,0,1,2,"ZE-",6,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",68,1,1,2,"Ce2+",6,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",69,0,0,2,"e3+",6,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",70,0,0,2,"Be3+",6,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",71,1,0,2,"Ke5-",6,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",72,1,0,2,"e2-",6,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",73,1,1,2,"Ce2+",7,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",74,0,0,2,"e3+",7,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",75,1,1,2,"Be3+",7,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",76,1,1,2,"e5+",7,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",77,0,1,2,"e6-",7,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",78,1,0,2,"Re6-",7,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",79,0,1,2,"ZE-",7,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",80,0,0,2,"E+",7,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",81,1,0,2,"I-",7,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",82,1,1,2,"SI+",7,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",83,1,0,2,"e2-",7,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",84,1,0,2,"Ke5-",7,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",85,0,1,2,"Ke5-",8,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",86,0,0,2,"e5+",8,"Inh","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",87,1,1,2,"E+",8,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",88,1,1,2,"e3+",8,"Exc","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",89,0,1,2,"ZE-",8,"Inh","sup. (S & Z)"
"ph2",6544542,"BLIND",90,1,0,2,"I-",8,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",91,0,1,2,"e2-",8,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",92,1,0,2,"e6-",8,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",93,1,1,2,"SI+",8,"Exc","sup. (S & Z)"
"ph2",6544542,"BLIND",94,1,0,2,"Re6-",8,"Inh","rel. val. ctrl. (B & R)"
"ph2",6544542,"BLIND",95,0,0,2,"Ce2+",8,"Exc","sup. ctrl. (K & C)"
"ph2",6544542,"BLIND",96,1,1,2,"Be3+",8,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",97,1,0,2,"e2-",9,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",98,1,1,2,"SI+",9,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",99,0,0,2,"e3+",9,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",100,1,0,2,"ZE-",9,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",101,1,0,2,"I-",9,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",102,0,0,2,"E+",9,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",103,1,0,2,"Re6-",9,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",104,1,1,2,"e5+",9,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",105,0,1,2,"e6-",9,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",106,1,0,2,"Ke5-",9,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",107,1,1,2,"Be3+",9,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",108,1,1,2,"Ce2+",9,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",109,1,0,2,"Re6-",10,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",110,0,0,2,"SI+",10,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",111,1,0,2,"ZE-",10,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",112,1,0,2,"e6-",10,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",113,0,0,2,"Be3+",10,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",114,1,1,2,"E+",10,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",115,1,0,2,"e2-",10,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",116,0,1,2,"I-",10,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",117,1,0,2,"Ke5-",10,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",118,0,0,2,"e3+",10,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",119,1,1,2,"Ce2+",10,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",120,1,1,2,"e5+",10,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",121,1,0,2,"Ke5-",11,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",122,1,1,2,"e3+",11,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",123,1,1,2,"Ce2+",11,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",124,1,1,2,"Be3+",11,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",125,1,1,2,"SI+",11,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",126,0,1,2,"ZE-",11,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",127,1,1,2,"E+",11,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",128,1,0,2,"e6-",11,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",129,1,1,2,"e5+",11,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",130,1,0,2,"e2-",11,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",131,1,0,2,"I-",11,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",132,1,0,2,"Re6-",11,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",133,0,1,2,"I-",12,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",134,1,1,2,"e5+",12,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",135,1,1,2,"Be3+",12,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",136,1,1,2,"E+",12,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",137,1,0,2,"Ke5-",12,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",138,0,1,2,"ZE-",12,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",139,1,1,2,"SI+",12,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",140,1,0,2,"Re6-",12,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",141,1,1,2,"Ce2+",12,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",142,1,0,2,"e2-",12,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",143,1,0,2,"e6-",12,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",144,1,1,2,"e3+",12,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",145,1,1,2,"e6-",13,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",146,1,0,2,"e5+",13,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",147,1,1,2,"e2-",13,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",148,0,1,2,"SI+",13,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",149,1,0,2,"e3+",13,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",150,1,1,2,"Ke5-",13,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",151,0,0,2,"Re6-",13,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",152,1,1,2,"ZE-",13,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",153,0,1,2,"Ce2+",13,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",154,1,1,2,"I-",13,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",155,0,1,2,"E+",13,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",156,1,0,2,"Be3+",13,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",157,1,1,2,"SI+",14,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",158,0,0,2,"Be3+",14,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",159,1,0,2,"e2-",14,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",160,1,0,2,"ZE-",14,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",161,0,1,2,"Re6-",14,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",162,1,1,2,"e3+",14,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",163,1,0,2,"I-",14,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",164,1,1,2,"E+",14,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",165,1,1,2,"Ce2+",14,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",166,1,0,2,"Ke5-",14,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",167,0,0,2,"e5+",14,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",168,1,0,2,"e6-",14,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",169,0,0,2,"e5+",15,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",170,1,1,2,"SI+",15,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",171,1,0,2,"e2-",15,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",172,1,0,2,"I-",15,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",173,1,1,2,"Ce2+",15,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",174,1,0,2,"Ke5-",15,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",175,0,1,2,"Re6-",15,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",176,1,1,2,"E+",15,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",177,1,1,2,"Be3+",15,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",178,0,1,2,"ZE-",15,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",179,1,1,2,"e3+",15,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",180,1,0,2,"e6-",15,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",181,1,1,2,"e5+",16,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",182,1,0,2,"Ke5-",16,"Inh","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",183,0,0,2,"Be3+",16,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",184,1,0,2,"e6-",16,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",185,0,0,2,"E+",16,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",186,1,0,2,"Re6-",16,"Inh","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",187,1,1,2,"e3+",16,"Exc","rel. val. ctrl. (B & R)"
"ph2",6559811,"BLIND",188,1,1,2,"Ce2+",16,"Exc","sup. ctrl. (K & C)"
"ph2",6559811,"BLIND",189,1,1,2,"SI+",16,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",190,1,0,2,"ZE-",16,"Inh","sup. (S & Z)"
"ph2",6559811,"BLIND",191,0,1,2,"I-",16,"Exc","sup. (S & Z)"
"ph2",6559811,"BLIND",192,1,0,2,"e2-",16,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",1,1,0,2,"Ke5-",1,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",2,0,1,2,"e6-",1,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",3,1,0,2,"ZE-",1,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",4,0,0,2,"e5+",1,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",5,0,0,2,"Be3+",1,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",6,1,1,2,"e3+",1,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",7,1,1,2,"Ce2+",1,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",8,1,0,2,"I-",1,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",9,0,1,2,"Re6-",1,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",10,0,0,2,"SI+",1,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",11,1,0,2,"e2-",1,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",12,1,1,2,"E+",1,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",13,1,0,2,"e3+",2,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",14,1,1,2,"Ke5-",2,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",15,0,0,2,"e2-",2,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",16,0,1,2,"e5+",2,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",17,0,0,2,"ZE-",2,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",18,0,1,2,"SI+",2,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",19,0,0,2,"I-",2,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",20,1,1,2,"Re6-",2,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",21,1,1,2,"e6-",2,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",22,0,1,2,"Ce2+",2,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",23,0,1,2,"Be3+",2,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",24,1,0,2,"E+",2,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",25,0,1,2,"ZE-",3,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",26,0,0,2,"SI+",3,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",27,1,1,2,"E+",3,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",28,1,0,2,"e6-",3,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",29,1,1,2,"Be3+",3,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",30,0,1,2,"e2-",3,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",31,0,0,2,"e3+",3,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",32,0,1,2,"I-",3,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",33,1,0,2,"Ke5-",3,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",34,0,0,2,"e5+",3,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",35,0,1,2,"Re6-",3,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",36,1,1,2,"Ce2+",3,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",37,0,0,2,"e3+",4,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",38,1,1,2,"e5+",4,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",39,1,1,2,"Be3+",4,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",40,1,1,2,"E+",4,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",41,0,1,2,"Re6-",4,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",42,1,1,2,"Ce2+",4,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",43,0,1,2,"I-",4,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",44,1,0,2,"Ke5-",4,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",45,0,0,2,"SI+",4,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",46,1,0,2,"e6-",4,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",47,1,0,2,"ZE-",4,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",48,0,1,2,"e2-",4,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",49,0,1,2,"ZE-",5,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",50,0,1,2,"I-",5,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",51,0,1,2,"Re6-",5,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",52,1,1,2,"Be3+",5,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",53,0,0,2,"e5+",5,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",54,1,1,2,"E+",5,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",55,1,1,2,"SI+",5,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",56,1,1,2,"e3+",5,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",57,1,1,2,"Ce2+",5,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",58,1,0,2,"e6-",5,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",59,1,0,2,"e2-",5,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",60,1,0,2,"Ke5-",5,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",61,1,0,2,"I-",6,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",62,0,1,2,"e6-",6,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",63,1,1,2,"Be3+",6,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",64,1,0,2,"Re6-",6,"Inh","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",65,0,1,2,"e2-",6,"Exc","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",66,1,0,2,"ZE-",6,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",67,1,1,2,"e5+",6,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",68,1,1,2,"e3+",6,"Exc","rel. val. ctrl. (B & R)"
"ph2",6561867,"BLIND",69,0,1,2,"Ke5-",6,"Inh","sup. ctrl. (K & C)"
"ph2",6561867,"BLIND",70,0,0,2,"SI+",6,"Exc","sup. (S & Z)"
"ph2",6561867,"BLIND",71,1,1,2,"E+",6,"Inh","sup. (S & Z)"
"ph2",6561867,"BLIND",72,0,0,2,"Ce2+",6,"Exc","sup. ctrl. (K & C)"
